"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","23.09.2024 02:00 - 23.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","237","","173","634","n/e","2917","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","23.09.2024 03:00 - 23.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","212","","177","678","n/e","2919","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","23.09.2024 04:00 - 23.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","278","","162","728","n/e","2918","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","23.09.2024 05:00 - 23.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1379","","183","1183","n/e","2918","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","23.09.2024 06:00 - 23.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2934","","268","2275","n/e","2916","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","23.09.2024 07:00 - 23.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2821","","292","2200","n/e","2915","n/e","n/e","3","n/e","n/e","7"
"Switzerland (CH)","23.09.2024 08:00 - 23.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2447","","279","1914","n/e","2916","n/e","n/e","198","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 09:00 - 23.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1405","","278","1664","n/e","2920","n/e","n/e","480","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 10:00 - 23.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","","208","1193","n/e","2916","n/e","n/e","793","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 11:00 - 23.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","144","","173","759","n/e","2913","n/e","n/e","712","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 12:00 - 23.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","","162","682","n/e","2913","n/e","n/e","770","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 13:00 - 23.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","","177","915","n/e","2914","n/e","n/e","614","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 14:00 - 23.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","348","","171","1112","n/e","2913","n/e","n/e","620","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 15:00 - 23.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","863","","173","1388","n/e","2913","n/e","n/e","347","n/e","n/e","6"
"Switzerland (CH)","23.09.2024 16:00 - 23.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1839","","185","1992","n/e","2916","n/e","n/e","290","n/e","n/e","3"
"Switzerland (CH)","23.09.2024 17:00 - 23.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2521","","203","2744","n/e","2919","n/e","n/e","190","n/e","n/e","3"
"Switzerland (CH)","23.09.2024 18:00 - 23.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2697","","291","2869","n/e","2918","n/e","n/e","83","n/e","n/e","4"
"Switzerland (CH)","23.09.2024 19:00 - 23.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2689","","291","2745","n/e","2919","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","23.09.2024 20:00 - 23.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2220","","281","2266","n/e","2921","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","23.09.2024 21:00 - 23.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2188","","223","1878","n/e","2923","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","23.09.2024 22:00 - 23.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1613","","181","1736","n/e","2925","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","23.09.2024 23:00 - 24.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1198","","176","1117","n/e","2925","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","24.09.2024 00:00 - 24.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","907","","186","1234","n/e","2926","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","24.09.2024 01:00 - 24.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","608","","192","714","n/e","2926","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","24.09.2024 02:00 - 24.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","930","","196","679","n/e","2928","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","24.09.2024 03:00 - 24.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1000","","181","669","n/e","2928","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","24.09.2024 04:00 - 24.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","976","","191","760","n/e","2927","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","24.09.2024 05:00 - 24.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1514","","197","1681","n/e","2927","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","24.09.2024 06:00 - 24.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2389","","307","2653","n/e","2925","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","24.09.2024 07:00 - 24.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2857","","311","3158","n/e","2926","n/e","n/e","3","n/e","n/e","19"
"Switzerland (CH)","24.09.2024 08:00 - 24.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2735","","307","2964","n/e","2926","n/e","n/e","123","n/e","n/e","19"
"Switzerland (CH)","24.09.2024 09:00 - 24.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2113","","291","2062","n/e","2926","n/e","n/e","413","n/e","n/e","18"
"Switzerland (CH)","24.09.2024 10:00 - 24.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1322","","181","1528","n/e","2924","n/e","n/e","927","n/e","n/e","16"
"Switzerland (CH)","24.09.2024 11:00 - 24.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","369","","183","997","n/e","2923","n/e","n/e","1841","n/e","n/e","18"
"Switzerland (CH)","24.09.2024 12:00 - 24.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","202","","182","633","n/e","2921","n/e","n/e","2380","n/e","n/e","20"
"Switzerland (CH)","24.09.2024 13:00 - 24.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","","190","630","n/e","2919","n/e","n/e","2472","n/e","n/e","22"
"Switzerland (CH)","24.09.2024 14:00 - 24.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","","181","531","n/e","2918","n/e","n/e","3003","n/e","n/e","23"
"Switzerland (CH)","24.09.2024 15:00 - 24.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","310","","170","662","n/e","2916","n/e","n/e","2188","n/e","n/e","24"
"Switzerland (CH)","24.09.2024 16:00 - 24.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","458","","184","891","n/e","2918","n/e","n/e","1720","n/e","n/e","20"
"Switzerland (CH)","24.09.2024 17:00 - 24.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1912","","232","1501","n/e","2917","n/e","n/e","652","n/e","n/e","19"
"Switzerland (CH)","24.09.2024 18:00 - 24.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2684","","297","2550","n/e","2916","n/e","n/e","319","n/e","n/e","16"
"Switzerland (CH)","24.09.2024 19:00 - 24.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2778","","294","2764","n/e","2919","n/e","n/e","32","n/e","n/e","16"
"Switzerland (CH)","24.09.2024 20:00 - 24.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1410","","287","1681","n/e","2922","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","24.09.2024 21:00 - 24.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","724","","169","954","n/e","2923","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","24.09.2024 22:00 - 24.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","485","","177","585","n/e","2926","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","24.09.2024 23:00 - 25.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","541","","173","509","n/e","2927","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","25.09.2024 00:00 - 25.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","252","","157","347","n/e","2928","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","25.09.2024 01:00 - 25.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","","159","403","n/e","2928","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","25.09.2024 02:00 - 25.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","87","","162","324","n/e","2930","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","25.09.2024 03:00 - 25.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","","156","307","n/e","2929","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","25.09.2024 04:00 - 25.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","","155","385","n/e","2929","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","25.09.2024 05:00 - 25.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","423","","165","480","n/e","2928","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","25.09.2024 06:00 - 25.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1178","","292","1371","n/e","2927","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","25.09.2024 07:00 - 25.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2316","","297","2729","n/e","2928","n/e","n/e","17","n/e","n/e","21"
"Switzerland (CH)","25.09.2024 08:00 - 25.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2010","","270","2349","n/e","2928","n/e","n/e","330","n/e","n/e","21"
"Switzerland (CH)","25.09.2024 09:00 - 25.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","860","","244","1045","n/e","2929","n/e","n/e","678","n/e","n/e","16"
"Switzerland (CH)","25.09.2024 10:00 - 25.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","501","","221","695","n/e","2932","n/e","n/e","1987","n/e","n/e","14"
"Switzerland (CH)","25.09.2024 11:00 - 25.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","390","","180","776","n/e","2929","n/e","n/e","1734","n/e","n/e","20"
"Switzerland (CH)","25.09.2024 12:00 - 25.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","326","","204","547","n/e","2919","n/e","n/e","1832","n/e","n/e","25"
"Switzerland (CH)","25.09.2024 13:00 - 25.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","","195","545","n/e","2914","n/e","n/e","2409","n/e","n/e","27"
"Switzerland (CH)","25.09.2024 14:00 - 25.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","168","","172","545","n/e","2911","n/e","n/e","1691","n/e","n/e","30"
"Switzerland (CH)","25.09.2024 15:00 - 25.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","416","","185","711","n/e","2908","n/e","n/e","1238","n/e","n/e","29"
"Switzerland (CH)","25.09.2024 16:00 - 25.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1487","","254","1487","n/e","2907","n/e","n/e","790","n/e","n/e","28"
"Switzerland (CH)","25.09.2024 17:00 - 25.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2274","","279","2516","n/e","2911","n/e","n/e","402","n/e","n/e","28"
"Switzerland (CH)","25.09.2024 18:00 - 25.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2542","","277","2947","n/e","2914","n/e","n/e","123","n/e","n/e","30"
"Switzerland (CH)","25.09.2024 19:00 - 25.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2386","","274","2988","n/e","2916","n/e","n/e","3","n/e","n/e","32"
"Switzerland (CH)","25.09.2024 20:00 - 25.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2183","","274","2876","n/e","2921","n/e","n/e","0","n/e","n/e","32"
"Switzerland (CH)","25.09.2024 21:00 - 25.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1853","","271","1515","n/e","2925","n/e","n/e","0","n/e","n/e","33"
"Switzerland (CH)","25.09.2024 22:00 - 25.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1358","","214","996","n/e","2921","n/e","n/e","0","n/e","n/e","35"
"Switzerland (CH)","25.09.2024 23:00 - 26.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","638","","170","550","n/e","2924","n/e","n/e","0","n/e","n/e","36"
"Switzerland (CH)","26.09.2024 00:00 - 26.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","397","","170","571","n/e","2924","n/e","n/e","0","n/e","n/e","26"
"Switzerland (CH)","26.09.2024 01:00 - 26.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","174","","160","399","n/e","2925","n/e","n/e","0","n/e","n/e","25"
"Switzerland (CH)","26.09.2024 02:00 - 26.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","","166","366","n/e","2923","n/e","n/e","0","n/e","n/e","27"
"Switzerland (CH)","26.09.2024 03:00 - 26.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","","172","382","n/e","2924","n/e","n/e","0","n/e","n/e","30"
"Switzerland (CH)","26.09.2024 04:00 - 26.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","","184","371","n/e","2922","n/e","n/e","0","n/e","n/e","33"
"Switzerland (CH)","26.09.2024 05:00 - 26.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","265","","271","604","n/e","2918","n/e","n/e","0","n/e","n/e","34"
"Switzerland (CH)","26.09.2024 06:00 - 26.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1137","","287","1257","n/e","2916","n/e","n/e","0","n/e","n/e","35"
"Switzerland (CH)","26.09.2024 07:00 - 26.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2046","","305","2317","n/e","2914","n/e","n/e","0","n/e","n/e","36"
"Switzerland (CH)","26.09.2024 08:00 - 26.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2277","","299","2090","n/e","2914","n/e","n/e","23","n/e","n/e","34"
"Switzerland (CH)","26.09.2024 09:00 - 26.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1404","","273","1358","n/e","2911","n/e","n/e","83","n/e","n/e","33"
"Switzerland (CH)","26.09.2024 10:00 - 26.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1254","","291","1322","n/e","2911","n/e","n/e","146","n/e","n/e","28"
"Switzerland (CH)","26.09.2024 11:00 - 26.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1508","","296","1140","n/e","2913","n/e","n/e","313","n/e","n/e","24"
"Switzerland (CH)","26.09.2024 12:00 - 26.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1241","","301","1084","n/e","2909","n/e","n/e","264","n/e","n/e","21"
"Switzerland (CH)","26.09.2024 13:00 - 26.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1169","","305","908","n/e","2896","n/e","n/e","353","n/e","n/e","15"
"Switzerland (CH)","26.09.2024 14:00 - 26.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1159","","292","947","n/e","2908","n/e","n/e","368","n/e","n/e","16"
"Switzerland (CH)","26.09.2024 15:00 - 26.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","971","","326","854","n/e","2909","n/e","n/e","195","n/e","n/e","21"
"Switzerland (CH)","26.09.2024 16:00 - 26.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1076","","328","940","n/e","2909","n/e","n/e","121","n/e","n/e","28"
"Switzerland (CH)","26.09.2024 17:00 - 26.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1901","","345","1476","n/e","2911","n/e","n/e","52","n/e","n/e","27"
"Switzerland (CH)","26.09.2024 18:00 - 26.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2117","","411","2297","n/e","2911","n/e","n/e","26","n/e","n/e","29"
"Switzerland (CH)","26.09.2024 19:00 - 26.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2203","","417","2635","n/e","2911","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","26.09.2024 20:00 - 26.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1433","","404","1943","n/e","2912","n/e","n/e","0","n/e","n/e","29"
"Switzerland (CH)","26.09.2024 21:00 - 26.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","395","","352","1136","n/e","2912","n/e","n/e","0","n/e","n/e","29"
"Switzerland (CH)","26.09.2024 22:00 - 26.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","282","","326","1160","n/e","2913","n/e","n/e","0","n/e","n/e","29"
"Switzerland (CH)","26.09.2024 23:00 - 27.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","148","","317","994","n/e","2915","n/e","n/e","0","n/e","n/e","30"
"Switzerland (CH)","27.09.2024 00:00 - 27.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","","366","1178","n/e","2915","n/e","n/e","0","n/e","n/e","29"
"Switzerland (CH)","27.09.2024 01:00 - 27.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","264","","325","1018","n/e","2914","n/e","n/e","0","n/e","n/e","28"
"Switzerland (CH)","27.09.2024 02:00 - 27.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","283","","337","1066","n/e","2915","n/e","n/e","0","n/e","n/e","28"
"Switzerland (CH)","27.09.2024 03:00 - 27.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","311","","350","912","n/e","2920","n/e","n/e","0","n/e","n/e","27"
"Switzerland (CH)","27.09.2024 04:00 - 27.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","252","","341","805","n/e","2917","n/e","n/e","0","n/e","n/e","29"
"Switzerland (CH)","27.09.2024 05:00 - 27.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","327","","358","839","n/e","2918","n/e","n/e","0","n/e","n/e","28"
"Switzerland (CH)","27.09.2024 06:00 - 27.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","571","","427","983","n/e","2919","n/e","n/e","0","n/e","n/e","28"
"Switzerland (CH)","27.09.2024 07:00 - 27.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","547","","420","1333","n/e","2919","n/e","n/e","14","n/e","n/e","26"
"Switzerland (CH)","27.09.2024 08:00 - 27.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","550","","403","1399","n/e","2920","n/e","n/e","224","n/e","n/e","26"
"Switzerland (CH)","27.09.2024 09:00 - 27.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","503","","424","869","n/e","2918","n/e","n/e","936","n/e","n/e","27"
"Switzerland (CH)","27.09.2024 10:00 - 27.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","360","","414","840","n/e","2916","n/e","n/e","853","n/e","n/e","28"
"Switzerland (CH)","27.09.2024 11:00 - 27.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","","373","864","n/e","2919","n/e","n/e","1143","n/e","n/e","32"
"Switzerland (CH)","27.09.2024 12:00 - 27.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","283","","370","780","n/e","2920","n/e","n/e","1574","n/e","n/e","34"
"Switzerland (CH)","27.09.2024 13:00 - 27.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288","","296","750","n/e","2920","n/e","n/e","620","n/e","n/e","34"
"Switzerland (CH)","27.09.2024 14:00 - 27.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","124","","282","661","n/e","2923","n/e","n/e","945","n/e","n/e","34"
"Switzerland (CH)","27.09.2024 15:00 - 27.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","149","","290","697","n/e","2925","n/e","n/e","457","n/e","n/e","34"
"Switzerland (CH)","27.09.2024 16:00 - 27.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","490","","299","819","n/e","2927","n/e","n/e","1183","n/e","n/e","31"
"Switzerland (CH)","27.09.2024 17:00 - 27.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","548","","381","1071","n/e","2927","n/e","n/e","787","n/e","n/e","27"
"Switzerland (CH)","27.09.2024 18:00 - 27.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","751","","407","1177","n/e","2928","n/e","n/e","253","n/e","n/e","25"
"Switzerland (CH)","27.09.2024 19:00 - 27.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","510","","395","1254","n/e","2929","n/e","n/e","9","n/e","n/e","23"
"Switzerland (CH)","27.09.2024 20:00 - 27.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","321","","386","1176","n/e","2932","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","27.09.2024 21:00 - 27.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","174","","349","988","n/e","2933","n/e","n/e","0","n/e","n/e","18"
